Name,Address,Latitude,Longitude,Category,Wardname,Ownership,LGAname,Wardcode,Func_Stats,Source,Alt_Name
Numan 3 Health Post,,9.462097168,12.02929688,Dispensary,Numan 1,State Primary Healthcare Development Agency,Numan,ADSNUM06,Unknown,eHA Polio,
Nehis Maternity and Nursing Home,"A13, Marraraba, Hong, Adamawa, Nigeria",10.31499,13.16027,Maternity Home,Mayo Lope,Private,Hong,ADSHNG09,Functional,eHA Polio,
Bajaule Health Post,,10.17791748,13.22351074,Dispensary,Mugulbu,State Primary Healthcare Development Agency,Mubi South,ADSGYL07,Functional,eHA Polio,
Lassala Health Post,"lassala health post, Demsa, Adamawa, Nigeria",9.562683105,12.18292236,Dispensary,Gwamba,State Primary Healthcare Development Agency,Demsa,ADSDSA07,Functional,eHA Polio,
Freedom Poly Clinic,"Yola South, Adamawa, 640221, Nigeria",9.266723633,12.45251465,Educational Clinic,Luggere,Private,Yola North,ADSYLN08,Unknown,eHA Polio,
Botta Health Post,"Song, Adamawa, Nigeria",9.860900879,12.30847168,Dispensary,Dirma,State Primary Healthcare Development Agency,Song,ADSSNG01,Unknown,eHA Polio,
Buzza Dispensary,,9.021911621,11.80987549,Dispensary,Bajama,State Primary Healthcare Development Agency,Mayo-Belwa,ADSMWA01,Unknown,eHA Polio,
Daja Health Post,"Mugulbu, Mubi North, Adamawa, Nigeria",10.18908691,13.22351074,Dispensary,Mugulbu,State Primary Healthcare Development Agency,Mubi South,ADSGYL07,Unknown,eHA Polio,
Gadjo Health Post,,8.509094238,12.37548828,Dispensary,Yeli,State Primary Healthcare Development Agency,Jada,ADSJAD11,Functional,eHA Polio,
Kwalia Health Post,,10.65692139,13.36450195,Dispensary,Tumbara / Ngabili,State Primary Healthcare Development Agency,Michika,ADSMCH13,Unknown,eHA Polio,
Muchami Health Post,"Michami, Mubi North, Adamawa, Nigeria",10.17687988,13.18450928,Dispensary,Mugulbu,State Primary Healthcare Development Agency,Mubi South,ADSGYL07,Unknown,eHA Polio,
Wuduvi Dispensary,"Kurdi, Michika, Adamawa, Nigeria",10.42135,13.45051,Dispensary,Mijilu,Others,Mubi North,ADSMUB07,Unknown,OSGOF,
Bajama Fulani Dispensary,"Demsa, Adamawa, Nigeria",9.1931,11.89579,Dispensary,Bille,Others,Demsa,ADSDSA01,Unknown,OSGOF,
Nyanbai Health Clinic,"A4, Numan, Lau, Adamawa, Nigeria",9.24511,11.67986,Primary Health Center,Kpasham,Others,Demsa,ADSDSA08,Unknown,OSGOF,
Evangelical Church of West Africa Tana Health Clinic,"Mayo Lope, Numan, Lau, Adamawa, Nigeria",9.28506,11.66103,Primary Health Center,Kpasham,Others,Demsa,ADSDSA08,Unknown,OSGOF,
Yazane Health Center,,9.26749,11.67699,Primary Health Center,Kpasham,Others,Demsa,ADSDSA08,Unknown,OSGOF,
Zayon Wuro Jabbe Dispensary,"Demsa, Adamawa, Nigeria",9.2668,11.85989,Dispensary,Kpasham,Others,Demsa,ADSDSA08,Unknown,OSGOF,
Bosuvani Health Clinic,"Fufore, Adamawa, Nigeria",8.7895,12.48446,Primary Health Center,Karlahi,Others,Fufore,ADSFUR05,Functional,OSGOF,
Farang Dispensary,"Malabu, Fufore, Adamawa, Nigeria",9.5788,12.9167,Dispensary,Farang,Others,Fufore,ADSFUR02,Unknown,OSGOF,
Gunda Primary Health Center,,9.3118134,12.480875,Primary Health Center,Damare,National Primary Healthcare Development Agency,Girei,ADSGRE02,Functional,NPHCDA,
Mbalwaha Health Center,,9.2900975,12.4608081,Primary Health Center,Damare,National Primary Healthcare Development Agency,Girei,ADSGRE02,Functional,NPHCDA,
Kerau Primary Health Center,,9.3591073,12.5367942,Primary Health Center,Girei 1,National Primary Healthcare Development Agency,Girei,ADSGRE04,Functional,NPHCDA,
Pondiwe Primary Health Center,"A13, Girei, Adamawa, 640221, Nigeria",9.3559201,12.5403797,Primary Health Center,Girei 1,National Primary Healthcare Development Agency,Girei,ADSGRE04,Functional,NPHCDA,
Giret Health Post,,9.36601,12.54349,Dispensary,Girei 1,Others,Girei,ADSGRE04,Unknown,OSGOF,
Boga Health Clinic,"Gombi, Adamawa, Nigeria",10.1447541,12.4738042,Primary Health Center,Gaanda,National Primary Healthcare Development Agency,Gombi,ADSGMB03,Functional,NPHCDA,
Bebe Primary Health Center,"Puba Vidau, Gombi, Adamawa, Nigeria",10.384286,12.5654131,Primary Health Center,Garkida,National Primary Healthcare Development Agency,Gombi,ADSGMB05,Functional,NPHCDA,
Kwadankin Health Center,"A13, Dilpurtu, Gombi, Adamawa, Nigeria",10.1487775,12.7496062,Primary Health Center,Gombi South,National Primary Healthcare Development Agency,Gombi,ADSGMB07,Functional,NPHCDA,
Kwambla Health Center,"Gombe, Gombi, Adamawa, Nigeria",10.1578075,12.7467326,Primary Health Center,Gombi South,National Primary Healthcare Development Agency,Gombi,ADSGMB07,Functional,NPHCDA,
Kukurpu Dispensary,,10.31911,12.54391,Dispensary,Tawa,Others,Gombi,ADSGMB09,Unknown,OSGOF,
Kwarhi Eyn Health Clinic,,10.32900667,13.16190167,Primary Health Center,Mayo Lope,National Primary Healthcare Development Agency,Hong,ADSHNG09,Functional,NPHCDA,
Shaforon Primary Health Center,,9.525515,11.938445,Primary Health Center,Opalo,National Primary Healthcare Development Agency,Lamurde,ADSLMR07,Functional,NPHCDA,
Kwambula Health Post,"Kircinga, Madagali, Adamawa, Nigeria",10.77257,13.37702333,Dispensary,Kirchinga,National Primary Healthcare Development Agency,Madagali,ADSMDG05,Functional,NPHCDA,
Dan Laapo Health Center,"Zinna, Mayo-Belwa, Adamawa, Nigeria",9.03178,11.78285,Primary Health Center,Bajama,Others,Mayo-Belwa,ADSMWA01,Unknown,OSGOF,
Dangong Health Center,"Zinna, Mayo-Belwa, Adamawa, Nigeria",9.02967,11.77438,Primary Health Center,Bajama,Others,Mayo-Belwa,ADSMWA01,Unknown,OSGOF,
Kashidi Health Center,"Mayo-Belwa, Adamawa, Nigeria",9.14238,11.69983,Primary Health Center,Gorobi,Others,Mayo-Belwa,ADSMWA05,Unknown,OSGOF,
Mekwanti Health Center,,9.02657,11.78699,Primary Health Center,Bajama,Others,Mayo-Belwa,ADSMWA01,Unknown,OSGOF,
Paditi Primary Health Center,,9.06643,11.71964,Primary Health Center,Gorobi,Others,Mayo-Belwa,ADSMWA05,Unknown,OSGOF,
Penkesang Health Center,,9.03592,11.80509,Primary Health Center,Bajama,Others,Mayo-Belwa,ADSMWA01,Unknown,OSGOF,
Sabon Gida Health Clinic,,9.0744,11.73255,Primary Health Center,Gorobi,Others,Mayo-Belwa,ADSMWA05,Unknown,OSGOF,
Wagere Zing Health Center,"Mayo-Belwa, Adamawa, Nigeria",9.08121,11.75822,Primary Health Center,Bajama,Others,Mayo-Belwa,ADSMWA01,Unknown,OSGOF,
Yubile Health Center,"Mayo-Belwa, Adamawa, Nigeria",9.0582,11.75014,Primary Health Center,Bajama,Others,Mayo-Belwa,ADSMWA01,Unknown,OSGOF,
Yuzoko Health Center,,9.07885,11.71065,Primary Health Center,Gorobi,Others,Mayo-Belwa,ADSMWA05,Unknown,OSGOF,
Al Amin Health Center Mubi,,10.2877124,13.2712649,Primary Health Center,Lokuwa,National Primary Healthcare Development Agency,Mubi North,ADSMUB05,Functional,NPHCDA,
Kaba Health Post,,10.3609713,13.3738463,Dispensary,Muchalla,National Primary Healthcare Development Agency,Mubi North,ADSMUB08,Functional,NPHCDA,
Dubudubu Health Center,"Mubi, Mubi North, Adamawa, Nigeria",10.2643753,13.2676104,Primary Health Center,Sabon Layi,National Primary Healthcare Development Agency,Mubi North,ADSMUB09,Functional,NPHCDA,
Gunda Primary Health Center,,9.4542617,12.0273841,Primary Health Center,Numan 1,National Primary Healthcare Development Agency,Numan,ADSNUM06,Functional,NPHCDA,
Dindima Dispensary,,9.78009,12.41583,Dispensary,Dumne,Others,Song,ADSSNG02,Unknown,OSGOF,
Wurode Primary Health Center,,9.82279791,12.61871187,Primary Health Center,Song Gari,National Primary Healthcare Development Agency,Song,ADSSNG07,Functional,NPHCDA,
Yuben Lapa Primary School,"Teungo, Adamawa, Nigeria",8.35589,11.61305,Educational Clinic,Dawo 1,Others,Toungo,ADSTNG01,Unknown,OSGOF,
Mayo Ine Primary Health Center,,9.283305,12.41539833,Primary Health Center,Jambutu,National Primary Healthcare Development Agency,Yola North,ADSYLN05,Functional,NPHCDA,
Pakka Primary Health Center,"Jambutu, Wauro Jabbe, Yola South, Adamawa, 640221, Nigeria",9.269631,12.4155403,Primary Health Center,Jambutu,National Primary Healthcare Development Agency,Yola North,ADSYLN05,Functional,NPHCDA,
Maiha Cottage Hospital,"Wauro Jabbe, Yola South, Adamawa, 640221, Nigeria",9.2650104,12.420685,Cottage Hospital,Karewa,National Primary Healthcare Development Agency,Yola North,ADSYLN06,Functional,NPHCDA,
Kwambla Primary Health Center,,9.2332711,12.4543588,Primary Health Center,Karewa,National Primary Healthcare Development Agency,Yola North,ADSYLN06,Functional,NPHCDA,
Lokoro Primary Health Center,,9.2763461,12.4267742,Primary Health Center,Karewa,National Primary Healthcare Development Agency,Yola North,ADSYLN06,Functional,NPHCDA,
Wuro Ladde Maternity,,9.2649226,12.4231923,Maternity Home,Karewa,National Primary Healthcare Development Agency,Yola North,ADSYLN06,Functional,NPHCDA,
Fadama Rake Health Center,,9.279454,12.4543588,Primary Health Center,Yelwa,National Primary Healthcare Development Agency,Yola North,ADSYLN11,Functional,NPHCDA,
Watame Primary Health Center,,9.2099666,12.4672467,Primary Health Center,Bako,National Primary Healthcare Development Agency,Yola South,ADSYLA02,Functional,NPHCDA,
Wuro Mallam Musa Health Clinic,,9.2985,12.13699,Primary Health Center,Yolde Kohi,Others,Yola South,ADSYLA11,Unknown,OSGOF,
Purakayo Primary Health Center,,9.1904538,12.5045298,Primary Health Center,Mbamba,National Primary Healthcare Development Agency,Yola South,ADSYLA06,Functional,NPHCDA,
Kerau Primary Health Center,,9.2916853,12.2399504,Primary Health Center,Ngurore,National Primary Healthcare Development Agency,Yola South,ADSYLA09,Functional,NPHCDA,
Kola Primary Health Center,,9.3437758,12.2088436,Primary Health Center,Yolde Kohi,National Primary Healthcare Development Agency,Yola South,ADSYLA11,Functional,NPHCDA,
Purokayo Primary Health Center,,9.4808178,12.0284548,Primary Health Center,Imburu,National Primary Healthcare Development Agency,Numan,ADSNUM04,Functional,NPHCDA,
Lokoro Primary Health Center,"Imburu, Numan, Adamawa, Nigeria",9.4729136,12.0302394,Primary Health Center,Sabon Pegi,National Primary Healthcare Development Agency,Numan,ADSNUM09,Functional,NPHCDA,
Laban Maternity,,9.666995,11.71770667,Maternity Home,Ngbebogun,State Primary Healthcare Development Agency,Lamurde,ADSLMR06,Functional,GRID,
L C C N Dispensary Kudaku Maisamaki,,9.08342,11.77618,Dispensary,Bajama,Others,Mayo-Belwa,ADSMWA01,Unknown,OSGOF,
Givang Dispensary,"Mizza, Michika, Adamawa, Nigeria",10.43578,13.41976,Dispensary,Mijilu,Others,Mubi North,ADSMUB07,Unknown,OSGOF,
Kwakwaah Eyn Dispensary,,10.18305,13.04646,Dispensary,Hoserezum,Others,Hong,ADSHNG07,Functional,OSGOF,Kwakwaah Eyn Health Post
Kwaja Maternity Clinic,,10.10456,13.31632,Maternity Home,Kwaja,Others,Mubi South,ADSGYL05,Unknown,OSGOF,
Giret Veterinary Clinic,,9.36159,12.55074,Veterinary Clinic,Girei 2,Others,Girei,ADSGRE05,Unknown,OSGOF,
Basha Medical Center,,9.46313,12.03346,Medical Center,Sabon Pegi,Others,Numan,ADSNUM09,Unknown,OSGOF,
Nasarawo Primary Health Center,,10.2623632,13.2665282,Primary Health Center,Nassarawo,National Primary Healthcare Development Agency,Mubi South,ADSGYL09,Functional,NPHCDA,
Gandira Health Post,"Mubi South, Adamawa, Nigeria",10.1649635,13.4432924,Dispensary,Dirbishi,National Primary Healthcare Development Agency,Mubi South,ADSGYL01,Functional,NPHCDA,
Kaurame Health Clinic,,9.2324883,12.0362733,Primary Health Center,Ndikong,National Primary Healthcare Development Agency,Mayo-Belwa,ADSMWA09,Functional,NPHCDA,
Mayo Lamja Health Post,"A13, Mayo-Belwa, Adamawa, Nigeria",8.9773033,11.965515,Dispensary,Mayo Farang,National Primary Healthcare Development Agency,Mayo-Belwa,ADSMWA07,Functional,NPHCDA,
Nwula Dispensary,,10.54821667,13.47619,Dispensary,Futuless,National Primary Healthcare Development Agency,Michika,ADSMCH02,Functional,NPHCDA,
Falu Health Clinic,"Balanga, Guyuk, Adamawa, Nigeria",9.86403,11.84558167,Primary Health Center,Dukul,National Primary Healthcare Development Agency,Guyuk,ADSGUY05,Functional,NPHCDA,
Sili Center Health Post,"Guyuk, Adamawa, Nigeria",9.766768333,11.89123667,Dispensary,Chikila,National Primary Healthcare Development Agency,Guyuk,ADSGUY04,Functional,NPHCDA,
Nyibango Health Clinic,,8.535086667,12.11107833,Primary Health Center,Nyibago,National Primary Healthcare Development Agency,Jada,ADSJAD10,Functional,NPHCDA,
Dem Health Post,"A4, Mayo Lope, Numan, Adamawa, Nigeria",9.2927929,11.7247489,Dispensary,Kpasham,National Primary Healthcare Development Agency,Demsa,ADSDSA08,Functional,NPHCDA,
Ugi Health Post,,9.028533333,12.386925,Dispensary,Yadim,National Primary Healthcare Development Agency,Fufore,ADSFUR11,Functional,NPHCDA,
Tomsoro Dispensary,"Fufore, Adamawa, Nigeria",9.039496667,12.449135,Dispensary,Uki Tuki,National Primary Healthcare Development Agency,Fufore,ADSFUR09,Functional,NPHCDA,
Meltara Health Post,,9.290775,12.24527833,Dispensary,Ngurore,National Primary Healthcare Development Agency,Yola South,ADSYLA09,Functional,NPHCDA,
Sabon Loko Dispensary,,9.768809,12.5850605,Dispensary,Song Gari,National Primary Healthcare Development Agency,Song,ADSSNG07,Functional,NPHCDA,
Wuro Dole Kulangu Health Post,"Yola North, Adamawa, Nigeria",9.29572,12.23726,Dispensary,Ngurore,National Primary Healthcare Development Agency,Yola South,ADSYLA09,Functional,NPHCDA,
Songoli Health Post,,7.867036667,11.683485,Dispensary,Kogin Baba 2,National Primary Healthcare Development Agency,Toungo,ADSTNG07,Functional,NPHCDA,
Ubandoma Health Post,,9.455604,12.0477297,Dispensary,Nassarawo Demsa,National Primary Healthcare Development Agency,Demsa,ADSDSA10,Functional,NPHCDA,
Kwapukai Dispensary,,9.4673104,12.0345225,Dispensary,Sabon Pegi,National Primary Healthcare Development Agency,Numan,ADSNUM09,Functional,NPHCDA,
Maame Primary Health Center,,10.09525172,13.24788755,Primary Health Center,Pakka,State Primary Healthcare Development Agency,Maiha,ADSMAH07,Unknown,eHA Polio,
Padra Health Clinic,"Parda Health Post, Yola - Gurin Federal Road, Wuro Ali, Fufore, Adamawa, Nigeria",9.18103,12.72231,Primary Health Center,Gurin,State Ministry of Health,Fufore,ADSFUR04,Unknown,eHA Polio,
Dzuma Health Clinic,"Hong, Adamawa, Nigeria",10.17590332,12.93688965,Primary Health Center,Thilbang,State Ministry of Health,Hong,ADSHNG11,Unknown,eHA Polio,
Jera Bonyo Maternal and Child Health Clinic,,9.54357512,12.4380695,Primary Health Center,Jera Bonyo,Others,Girei,ADSGRE07,Unknown,eHA Polio,
Dakunkung Health Clinic,,9.21179,11.88766,Primary Health Center,Bille,State Ministry of Health,Demsa,ADSDSA01,Unknown,eHA Polio,
Dumburi Health Clinic,"Wurianka, Shelleng, Adamawa, Nigeria",9.66683,12.14166,Primary Health Center,Libbo,State Ministry of Health,Shelleng,ADSSHG08,Unknown,eHA Polio,
Dunge Health Clinic,"Bobore, Shelleng, Adamawa, Nigeria",9.85984,12.04134,Primary Health Center,Jumbul,State Ministry of Health,Shelleng,ADSSHG05,Unknown,eHA Polio,
Gashaka Migzil Health Clinic,,10.32765,13.08326,Primary Health Center,Kwarhi,State Ministry of Health,Hong,ADSHNG08,Unknown,eHA Polio,
Gwarula Health Clinic,,9.79205,11.91895,Primary Health Center,Chikila,State Ministry of Health,Guyuk,ADSGUY04,Unknown,eHA Polio,
Kadzum Health Clinic,,10.53119,13.27814,Primary Health Center,Tsukumu / Tilijo,State Ministry of Health,Michika,ADSMCH12,Unknown,eHA Polio,
Kem Health Clinic,"Numan, Guyuk, Adamawa, Nigeria",9.6492,11.97736,Primary Health Center,Gundo,State Ministry of Health,Shelleng,ADSSHG03,Unknown,eHA Polio,
Kpakmyahi Health Clinic,,9.49504,12.26648,Primary Health Center,Mbula,State Ministry of Health,Demsa,ADSDSA09,Functional,eHA Polio,
Kwabul Health Clinic,"kwabul heath clinic, Nyibango Ardo Musa, Maiha, Adamawa, Nigeria",10.0612793,13.10949707,Primary Health Center,Manjekin,State Ministry of Health,Maiha,ADSMAH05,Unknown,eHA Polio,Shiwerev Kwaaboon
Loh Health Clinic,"Numan, Demsa, Adamawa, Nigeria",9.500488282,12.10931397,Primary Health Center,Dilli,State Ministry of Health,Demsa,ADSDSA04,Unknown,eHA Polio,
Maki Health Clinic,"Maki Health Clinic, Hong, Adamawa, Nigeria",10.37913,13.03958,Primary Health Center,Gaya-Sikalmi,State Ministry of Health,Hong,ADSHNG04,Unknown,eHA Polio,
Mayo Dukem Health Clinic,"Teungo, Adamawa, Nigeria",8.032897949,11.80029297,Primary Health Center,Dawo 2,State Ministry of Health,Toungo,ADSTNG02,Unknown,eHA Polio,Gangseini Town
Mayo Nguli Health Clinic,,10.06224,13.18418,Primary Health Center,Mayo Nguli,State Ministry of Health,Maiha,ADSMAH06,Unknown,eHA Polio,
Mayo Sirkan Health Clinic,,9.02708,12.17171,Primary Health Center,Mayo Inne,State Ministry of Health,Fufore,ADSFUR06,Functional,eHA Polio,
Mbalagi Health Clinic,"Mbalagi heath clinic, Hong, Adamawa, Nigeria",10.20576,13.12535,Primary Health Center,Humbutudi,State Ministry of Health,Maiha,ADSMAH02,Unknown,eHA Polio,
Mbilla Health Clinic,"Health Post, Song, Adamawa, Nigeria",9.59485,13.05341,Primary Health Center,Farang,State Ministry of Health,Fufore,ADSFUR02,Unknown,eHA Polio,
Metani Health Clinic,,8.12613,12.0159,Primary Health Center,Kiri 1,State Ministry of Health,Toungo,ADSTNG04,Unknown,eHA Polio,
Muduvun Health Clinic,"Tokiya, Madagali, Adamawa, Nigeria",10.71944,13.49517,Primary Health Center,Pallam,State Ministry of Health,Madagali,ADSMDG07,Unknown,eHA Polio,
Pegin Health Clinic,"Mubi North, Adamawa, Nigeria",10.11502,13.19343,Primary Health Center,Pakka,State Ministry of Health,Maiha,ADSMAH07,Unknown,eHA Polio,
Polwaya Health Clinic,,9.16746,12.09933,Primary Health Center,Ndikong,State Ministry of Health,Mayo-Belwa,ADSMWA09,Unknown,eHA Polio,
Primayo Primary Health Clinic,"Nderbode, Maiha, Adamawa, Nigeria",10.01409912,13.21331787,Primary Health Center,Maiha Gari,State Ministry of Health,Maiha,ADSMAH04,Unknown,eHA Polio,
Rumdi Health Clinic,,9.28365,12.45566,Primary Health Center,Rumde,State Ministry of Health,Yola North,ADSYLN10,Unknown,eHA Polio,
Sankum Health Clinic,"Sankom Health Clinic, A8, Ganye, Adamawa, Nigeria",8.30808,12.03052,Primary Health Center,Gamu,State Ministry of Health,Ganye,ADSGAN02,Unknown,eHA Polio,
Taski Goni Health Clinic,,8.1776,12.01106,Primary Health Center,Kiri 2,State Ministry of Health,Toungo,ADSTNG05,Unknown,eHA Polio,
Mbamba Mobile Police Barack Clinic,,9.196289062,12.52252197,Military and Paramilitary Clinic,Mbamba,Nigeria Police Force,Yola South,ADSYLA06,Functional,eHA Polio,Mopol 14 Clinic
A Hong Primary Clinic,,10.22257807,12.91463136,Primary Health Center,Thilbang,State Primary Healthcare Development Agency,Hong,ADSHNG11,Unknown,eHA Polio,
Shuwa Health Center,,10.73936,13.41083,Primary Health Center,Duhu,State Primary Healthcare Development Agency,Madagali,ADSMDG02,Unknown,eHA Polio,
Bahuli Community Primary Health Center,,10.25268555,13.40527344,Primary Health Center,Bahuli,State Primary Healthcare Development Agency,Mubi North,ADSMUB01,Unknown,eHA Polio,
Boloko Madel Health Center,,9.55184,13.10628,Primary Health Center,Konkol,State Primary Healthcare Development Agency,Maiha,ADSMAH03,Unknown,eHA Polio,
Boshang Health Clinic,,9.257873535,12.44128418,Primary Health Center,Karewa,State Primary Healthcare Development Agency,Yola North,ADSYLN06,Unknown,eHA Polio,Boshong
Dangilapare Primary Health Center Clinic,"Guyuk, Adamawa, Nigeria",9.90209961,11.91931152,Primary Health Center,Guyuk,State Primary Healthcare Development Agency,Guyuk,ADSGUY07,Unknown,eHA Polio,Dasuama Health Post
Dangu Comm,,10.00311279,11.85729981,Primary Health Center,Bobini,State Primary Healthcare Development Agency,Guyuk,ADSGUY02,Unknown,eHA Polio,
Dudu Health Clinic,"Teungo, Adamawa, Nigeria",8.06604,11.68048,Primary Health Center,Dawo 2,State Primary Healthcare Development Agency,Toungo,ADSTNG02,Unknown,eHA Polio,
Kodomun Comprehensive Health Clinic,,9.45819,12.21661,Primary Health Center,Demsa,State Primary Healthcare Development Agency,Demsa,ADSDSA03,Unknown,eHA Polio,
Dukul Maternal and Child Health Clinic,,9.90808,11.8693,Primary Health Center,Dukul,State Primary Healthcare Development Agency,Guyuk,ADSGUY05,Unknown,eHA Polio,Zabala Health Care
Dzuel Health Center,,10.75944,13.49594,Primary Health Center,Pallam,State Primary Healthcare Development Agency,Madagali,ADSMDG07,Unknown,eHA Polio,
